message length (char), 200
random seed used, 665
prime one length (bin digits), prime two length (bin digits), modulus - n length (bin Digits, phi(n) length (bin digits), encryption time (seconds), decryption time (seconds)
371, 353, 723, 723,0.111964, 0.106713
408, 446, 853, 853,0.16891, 0.18969
373, 404, 776, 776,0.129227, 0.138073
499, 615, 1113, 1113,0.341506, 0.414165
658, 563, 1220, 1220,0.537068, 0.461386
352, 383, 734, 734,0.108183, 0.117783
629, 599, 1227, 1227,0.518143, 0.491956
478, 586, 1063, 1063,0.299442, 0.366351
502, 432, 933, 933,0.246767, 0.212263
361, 379, 739, 739,0.113999, 0.121406
493, 604, 1096, 1096,0.330947, 0.403955
386, 458, 843, 843,0.154368, 0.18565
371, 569, 939, 939,0.184888, 0.281539
558, 499, 1056, 1056,0.341316, 0.305272
384, 554, 937, 937,0.189679, 0.276738
421, 578, 998, 998,0.2337, 0.320026
530, 387, 916, 916,0.250782, 0.234861
338, 401, 738, 738,0.104885, 0.126516
539, 391, 929, 929,0.255249, 0.186783
346, 535, 880, 880,0.151088, 0.229822
471, 422, 892, 892,0.209381, 0.187606
344, 507, 850, 850,0.142433, 0.210012
419, 642, 1060, 1060,0.262481, 0.400333
569, 571, 1139, 1139,0.404109, 0.413381
464, 610, 1073, 1073,0.296032, 0.384707
348, 576, 923, 923,0.166008, 0.271558
433, 357, 789, 789,0.154182, 0.127392
548, 352, 899, 899,0.248548, 0.162886
658, 514, 1171, 1171,0.493797, 0.387442
439, 376, 814, 814,0.165168, 0.140563
527, 565, 1091, 1091,0.345657, 0.372325
537, 407, 943, 943,0.267481, 0.200105
337, 388, 724, 724,0.104331, 0.119354
405, 351, 755, 755,0.132795, 0.118268
361, 628, 988, 988,0.196523, 0.338971
552, 348, 899, 899,0.250013, 0.159591
505, 583, 1087, 1087,0.326596, 0.380506
589, 595, 1183, 1183,0.447899, 0.454281
348, 394, 741, 741,0.110449, 0.126004
347, 454, 800, 800,0.123792, 0.163146
370, 642, 1011, 1011,0.212208, 0.364046
393, 371, 763, 763,0.131221, 0.122334
406, 337, 742, 742,0.129487, 0.107177
654, 335, 988, 988,0.356221, 0.18329
565, 645, 1209, 1209,0.452258, 0.513162
446, 606, 1051, 1051,0.272052, 0.368082
487, 380, 866, 866,0.207568, 0.1621
446, 410, 855, 855,0.185735, 0.172921
640, 537, 1176, 1176,0.485691, 0.410011
421, 529, 949, 949,0.215011, 0.26609
384, 589, 972, 972,0.204958, 0.31165
476, 653, 1128, 1128,0.333731, 0.45995
417, 395, 811, 811,0.156163, 0.149959
377, 382, 758, 758,0.124793, 0.127251
625, 342, 966, 966,0.32845, 0.17888
394, 639, 1032, 1032,0.232096, 0.37646
507, 343, 849, 849,0.205518, 0.138822
589, 535, 1123, 1123,0.435414, 0.379609
476, 397, 872, 872,0.205169, 0.173149
429, 467, 895, 895,0.199492, 0.218499
347, 496, 842, 842,0.147312, 0.202815
472, 363, 834, 834,0.185484, 0.143404
589, 658, 1246, 1246,0.492804, 0.548155
395, 541, 935, 935,0.192813, 0.331335
582, 388, 969, 969,0.304723, 0.203344
386, 544, 929, 929,0.18347, 0.255218
465, 358, 822, 822,0.179094, 0.137579
444, 499, 942, 942,0.218843, 0.247366
371, 615, 985, 985,0.199122, 0.326491
474, 621, 1094, 1094,0.314031, 0.41123
429, 412, 840, 840,0.17159, 0.165078
493, 482, 974, 974,0.260153, 0.253147
391, 395, 785, 785,0.135745, 0.138155
543, 397, 939, 939,0.267538, 0.197206
450, 624, 1073, 1073,0.283812, 0.389562
404, 628, 1031, 1031,0.241746, 0.368998
433, 449, 881, 881,0.185266, 0.192028
617, 472, 1088, 1088,0.396358, 0.305845
